CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Radiology,,RP KNEE (2 VIEWS) RIGHT PORT,63,,
Radiology,,INTRO CATH OR STENT INTO URETHER,63,,
Radiology,,"B SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA BILAT",62,,
Radiology,,R HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) RIGHT,62,,
Radiology,,LO FEMUR (AP & LAT) LEFT IN O.R.,62,,
Radiology,,CT RETROPERITONEAL DRAINAGE,62,,
Radiology,,CHOLANGIOGRAPHY VIA EXISTING CATHETER,62,,
Radiology,,CT 3D RENDERING W/POST PROCESSING ON INDEPENDENT WS,61,,
Radiology,,MR CARDIAC MORPHOLOGY W/CONTRAST,60,,
Radiology,,C-SPINE NON TRAUMA FLEX & EXT ONLY,60,,
Radiology,,O C-SPINE SGL 1 VIEW IN O.R.,60,,
Radiology,,"ORBITS (WATERS, CALDWELL & LAT)",60,,
Radiology,,REST THALLIUM,60,,
Radiology,,P VEN DUP EXTEXT BIL (MAP/DVT) PORT,59,,
Radiology,,L UNILAT BREAST US LEFT,59,,
Radiology,,"L ANKLE/FOOT (AP, LAT & OBL) LEFT",59,,
Radiology,,US HEMATOMA SUBCUT DRAIN INCISION,59,,
Radiology,,PERC TRANSHEPATIC CHOLANGIOGRAPHY,58,,
Radiology,,ORBITS PRE-MRI (WATERS LOOK UP&DOWN),58,,
Radiology,,CT HEPATIC DRAINAGE,58,,
Radiology,,CTU (ABD/PEL) W/&W/O CONTRAST,57,,
Radiology,,L FOOT 2 VIEWS LEFT,57,,
Radiology,,"O ABDOMEN, SINGLE VIEW IN O.R.",57,,
Radiology,,VISERAL SEL/SUPERSEL A-GRAM,57,,
Radiology,,R FOOT 2 VIEWS RIGHT,57,,
Radiology,,US EXTREMITY NONVASCULAR,56,,
Radiology,,L ART DUP EXT LO UNI;F/U LEFT,56,,
Radiology,,PUNC ASP ABS HEM BUL CYST,56,,
Radiology,,UNILAT DIAGNOSTIC MAMMOGRAM,56,,
Radiology,,HEB REB PRO FEE ONLY,56,,
Radiology,,C-SPINE SGL 1 VIEW,56,,
Physician ,1,Cardiology Consult,56,,
Radiology,,LP FEMUR (AP & LAT) LEFT PORT,56,,
Radiology,,ABDOMINAL FLUORO WITHOUT RADIOLOGIST,55,,
Radiology,,AORTA AND BRANCHES,55,,
Physician ,1,Medical Student Progress Note - CCU,55,,
General,1,CCU Fellow Admit Note,55,,
Radiology,,GALLIUM SCAN,55,,
Physician ,1,Physician Resident / Attending Progress Note,55,,
Radiology,,BRAIN SCAN,55,,
Radiology,,SEL CATH 1ST ORDER,54,,
Radiology,,BILIARY STRICTURE DILATION WITH STENT,53,,
Radiology,,BLADDER US,53,,
Radiology,,CAD DIAGNOSTIC,53,,
Radiology,,MRV HEAD W/O CONTRAST,52,,
Radiology,,"REPEAT, (REQUEST BY RADIOLOGIST)",52,,
Radiology,,P G/GJ TUBE CHECK PORT,52,,
Radiology,,UGI SGL W/O KUB,52,,
Radiology,,INTRO PERC TRANHEPATIC CATH,52,,
Radiology,,"CONVERT G TO GJ, ALL INCL.",51,,
Radiology,,BAS/UGI W/KUB,51,,
Radiology,,"CHOLANGIOGRAM,IN OR W FILMS",51,,
Radiology,,PANCREAS US,51,,
Radiology,,"RP HAND (AP, LAT & OBLIQUE) RIGHT PORT",51,,
Radiology,,BILIARY STRICTURE DILATION NO STENT,51,,
Radiology,,F/U STATUS INFUSION/EMBO,51,,
Radiology,,REST MIBI,51,,
Radiology,,P NEONATAL ABDOMEN PORT,51,,
Radiology,,VENOUS DUP UPPER EXT UNILATERAL,51,,
Physician ,1,EP note,50,,
General,1,MICU staff PN,50,,
Radiology,,FEMORAL VASCULAR US,50,,
Radiology,,P CHEST U.S. PORT,50,,
Radiology,,MANDIBLE (PANOREX ONLY),50,,
Radiology,,RP FEMUR (AP & LAT) RIGHT PORT,50,,
Radiology,,P SCROTAL U.S. PORT,50,,
Radiology,,UGI AIR W/O KUB,49,,
Radiology,,CVL INJ/EVAL INCLUDES FLUORO/IMAGES/REPORT,49,,
Radiology,,L GLENO-HUMERAL SHOULDER (W/ Y VIEW) LEFT,49,,
Radiology,,MR-ANGIO NECK WITHOUT CONTRAST,49,,
Radiology,,TUNNELED CENTRAL W/O PORT,49,,
Rehab Services,1,Repeat Bedside Swallow Evaluation,49,,
Radiology,,"R TOE(S), 2+ VIEW RIGHT",48,,
Radiology,,MRA KIDNEY W&W/O CONTRAST,48,,
Radiology,,"RP ANKLE (AP, MORTISE & LAT) RIGHT PORT",48,,
Radiology,,"C-SPINE (AP, FLEX & EXT) 3 VIEWS",48,,
Physician ,1,ICU attending,48,,
Physician ,1,Cardiology fellow CCU admit note,48,,
Radiology,,GUIDANCE FOR ABSCESS (75989),48,,
Radiology,,UGI AIR W/KUB,48,,
Radiology,,R GLENO-HUMERAL SHOULDER (W/ Y VIEW) RIGHT,47,,
Physician ,1,Physician Fellow/Attending Admission Note - MICU,46,,
Radiology,,LP TIB/FIB (AP & LAT) LEFT PORT,46,,
Radiology,,LP HUMERUS (AP & LAT) LEFT PORT,46,,
Radiology,,PERCU PLCT IVC FILTER S&I,46,,
Physician ,,CVI,45,,
Radiology,,"L WRIST, AP & LAT VIEWS LEFT",45,,
Radiology,,EXCH CENTRAL NON-TUNNELED,45,,
Radiology,,B CT LOW EXT W/O C BILAT,45,,
Radiology,,L SHOULDER 1 VIEW LEFT,45,,
Radiology,,R LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST RIGHT,45,,
Case Management ,1,DC Planning,45,,
Physician ,1,CCU Staff,45,,
Physician ,1,EP Note,45,,
Physician ,1,ICU Attending Addendum,44,,
Physician ,1,Physician Attending/Resident Admission Note - MICU,44,,
Radiology,,MR CHEST/MEDIASTINUM W&W/O CONTRAST,44,,
Physician ,1,ICU Fellow Progress Note - MICU attending addendum,44,,
Rehab Services,1,Repeat Bedside Swallowing Evaluation,44,,
Radiology,,L CT LOW WXT W/C LEFT,44,,
Radiology,,TRANSCATHETER INFUSION FOR LYSIS,44,,
Radiology,,RO FEMUR (AP & LAT) RIGHT IN O.R.,43,,
Radiology,,FLUORO GUID FOR SPINE DIAG/THERAPEUTIC INJ,43,,
Radiology,,RO HIP UNILAT MIN 2 VIEWS RIGHT IN O.R.,43,,
Physician ,,Resident Progress Note,43,,
Physician ,,MICU Resident Admission Note,43,,
Radiology,,MRA CAROTID/VERTEBRAL W/O CONTRAST,43,,
Radiology,,L KNEE (3 VIEWS) LEFT,43,,
Radiology,,"L TOE(S), 2+ VIEW LEFT",43,,
Physician ,1,Physician Admission Note - MICU,43,,
Radiology,,O PELVIS (AP ONLY) IN O.R.,42,,
General,,Medical Student Progress Note - MICU,42,,
Radiology,,MR ENTEROGRAPHY (74183&72197) SBFT,42,,
Radiology,,"REPLACE D OR J TUBE, ALL INCL.",42,,
Radiology,,R HEEL (AXIAL & LATERAL) RIGHT,42,,
Radiology,,RP TIB/FIB (AP & LAT) RIGHT PORT,42,,
Physician ,1,Medical Student Progress Note - MICU,42,,
Radiology,,ABDOMINAL FLUORO,42,,
Radiology,,CT ABD BX,42,,
Radiology,,"LP ANKLE (AP, MORTISE & LAT) LEFT PORT",42,,
Radiology,,PERITONEAL ABSCESS DRAINAGE US,42,,
Radiology,,C-SPINE NON-TRAUMA 2 VIEWS,41,,
Radiology,,P SPINAL CANAL CONTENTS US PORT,41,,
Radiology,,"LP ELBOW (AP, LAT & OBLIQUE) LEFT PORT",41,,
Radiology,,EMBO EXTRACRAINIAL,41,,
Radiology,,O ABDOMINAL FLUORO WITHOUT RADIOLOGIST IN O.R.,41,,
Radiology,,ABDOMEN US (COMPLETE STUDY),41,,
Radiology,,R UNILAT BREAST US RIGHT,41,,
Radiology,,ART DUP EXT UP UNI OR LMTD,41,,
Radiology,,PRIMARY MECH THROMBECTOMY ART/BPG; INITIAL VESSEL,41,,
Radiology,,EARLY OB US <14WEEKS,40,,
Radiology,,CHEST SGL VIEW/LINE PLACEMENT,40,,
Radiology,,P C-SPINE NON-TRAUMA 2-3 VIEWS PORT,40,,
Radiology,,INTRA VAS FB RETRIEVAL,40,,
Radiology,,CT LIMITED 1-2 SCANS,40,,
Radiology,,CT LIVER BX,40,,
Physician ,1,ICU Fellow Admission Note - MICU,40,,
Case Management ,1,Discharge Plan,39,,
Radiology,,"LP SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA LEFT PORT",39,,
Radiology,,PARATHYROID SCAN,39,,
Radiology,,P ART DUP EXT LO UNI;F/U PORT,38,,
Radiology,,QUANTITATIVE LUNG SCAN,38,,
Radiology,,ART DUP EXT UP BILAT COMP,38,,
Radiology,,"L SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE LEFT",38,,
Radiology,,R CHEST (LAT DECUB ONLY) RIGHT,38,,
Physician ,1,EP fellow,38,,
Radiology,,P C-SPINE SGL 1 VIEW PORT,38,,
Radiology,,"LP HAND (AP, LAT & OBLIQUE) LEFT PORT",38,,
Rehab Services,1,Deferred Bedside Swallow Evaluation,38,,
Radiology,,R SHOULDER 1 VIEW RIGHT,38,,
Radiology,,RO TIB/FIB (AP & LAT) RIGHT IN O.R.,38,,
Radiology,,P HIP 1 VIEW PORT,38,,
Radiology,,R ANKLE (2 VIEWS) RIGHT,38,,
Radiology,,THYROID BIOPSY BY RADIOLOGIST,38,,
Radiology,,MR FUSION SCAN,37,,
Radiology,,BILAT BREAST US,37,,
Radiology,,P G/GJ/GI TUBE CHECK PORT,37,,
Rehab Services,1,PMV Evaluation,37,,
Rehab Services,1,Occupational Therapy Abbreviated Evaluation Note,37,,
Radiology,,MRI CHEST/MEDIASTINUM W/O CONTRAST,37,,
Radiology,,R MR HIP W/O CONRAST RIGHT,37,,
Radiology,,US HEPATOTOMY DRAIN ABSCESS/CYST,37,,
Physician ,1,MICU Attending,37,,
Radiology,,REMOVAL IMPLANT VEN PORT,37,,
Radiology,,"RIB BILAT, W/AP CHEST",37,,
Radiology,,R KNEE (3 VIEWS) RIGHT,37,,
Radiology,,THYROID SCAN W/UPTAKE (IODINE),36,,
Radiology,,VOIDING CYSTOGRAM,36,,
Radiology,,CTU (ABD/PEL) W/O CONTRAST,36,,
Radiology,,P PARACENTESIS DIAG. OR THERAPEUTIC PORT,36,,
Radiology,,2ND ORDER OR> VENOUS SYSTEM,36,,
Radiology,,LO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST LEFT IN O.R.,36,,
Radiology,,RETROGRADE UROGRAPHY (FILMS ONLY) IN CYSTO,36,,
Radiology,,B UNILAT UP EXT VEINS US BILAT,35,,
Radiology,,L ANKLE (2 VIEWS) LEFT,35,,
Radiology,,"CHEST (PA, LAT & OBLIQUES)",35,,
Radiology,,"O PELVIS (AP, INLET & OUTLET) IN O.R.",35,,
Radiology,,MR PELVIS W&W/O CONTRAST,35,,
Radiology,,SERVIC BY SAME MD DURING POST OPERATIVE,35,,
Radiology,,"MANDIBLE (PA, TOWNES & BOTH OBLS)",35,,
Radiology,,P VIDEO OROPHARYNGEAL SWALLOW PORT,35,,
Radiology,,IMPLANT VEN PORT,35,,
Radiology,,3ED ORDER THOR/BRACHIOCEPHALIC,35,,
Radiology,,"RP ELBOW (AP, LAT & OBLIQUE) RIGHT PORT",35,,
Radiology,,US SIMPLE/SING ABSC/CYST DRAIN/INCISION,35,,
Radiology,,"P TRAUMA SERIES (LAT C-SPINE, AP CXR, AP PELVIS PORT) PORT",35,,
Pharmacy,,Sedation,34,,
Case Management ,1,Case Management Discharge Plan,34,,
Radiology,,DEEP BONE BX,34,,
Radiology,,OL LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. LEFT,34,,
Radiology,,OR HIP UNILAT MIN 2 VIEWS IN O.R. RIGHT,34,,
Radiology,,CT PERITONEAL DRAINAGE,34,,
Radiology,,PUNC ASP ABSECC/HEMATOMA/BULA/CYST,34,,
Radiology,,ADD'L 2ND/3RD ORDER,34,,
Radiology,,PTA BRACHIOCEPHAL EA VESSEL,34,,
Radiology,,R CT LOW WXT W/C RIGHT,33,,
Physician ,1,Cardiology Fellow Admission Note Addendum,33,,
Physician ,1,ICU note,33,,
Radiology,,CT ABD&PELVIS W/O C COLON TECHNIQUE,33,,
Radiology,,PERC PORTAL VEIN CATH,33,,
Radiology,,OCTREOTIDE SCAN (SOMATOSTATIN),33,,
Rehab Services,1,Swallow Follow Up,33,,
Radiology,,O SPINAL FLUORO WITHOUT RADIOLOGIST IN O.R.,33,,
Radiology,,INJ-VENO/PAC/HICKMAN INCL INTRO OF CATH,33,,
Radiology,,INS ENDOVAS VENA CAVA FILTER,33,,
Radiology,,MRA NECK W/O CONTRAST,33,,
Physician ,1,Family Meeting Note,32,,
Physician ,1,Resident Note / Attending Addendum,32,,
Radiology,,OR TIB/FIB (AP & LAT) IN O.R. RIGHT,32,,
Radiology,,L ABDOMEN (LAT DECUB ONLY) LEFT,32,,
Radiology,,P CHEST SGL VIEW/LINE PLACEMENT PORT,32,,
Radiology,,LP FOREARM (AP & LAT) LEFT PORT,32,,
Radiology,,LO HIP UNILAT MIN 2 VIEWS LEFT IN O.R.,32,,
Radiology,,"R WRIST, AP & LAT VIEWS RIGHT",32,,
Radiology,,C-SPINE TRAUMA W/FLEX & EXT 5 VIEWS,32,,
Radiology,,L UPPER EXTREM VEINS US LEFT,32,,
Radiology,,"LUMBAR SP,SINGLE FILM",32,,
Physician ,1,MICU attending progress note,31,,
Radiology,,PROSTATE U.S.,31,,
Radiology,,"ANGIOGRAPHY, EXTREMITY",31,,
Radiology,,CHEST FLUORO,31,,
Physician ,1,CCU Fellow Admission Note,31,,
Radiology,,LO TIB/FIB (AP & LAT) LEFT IN O.R.,31,,
Physician ,1,Physician Resident and Attending Progress Note,31,,
Radiology,,LUMBAR SINGLE VIEW IN OR,31,,
Radiology,,P NECK SOFT TISSUES PORT,31,,
Radiology,,MR HEAD NEURO,31,,
Radiology,,P CHEST PORT. LINE PLACEMENT PORT,31,,
Radiology,,OR LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. RIGHT,31,,
Radiology,,R MR FOOT W&W/O CONTRAST RIGHT,31,,
Radiology,,ANTEGRADE UROGRAPHY,30,,
Radiology,,CT RFA LIVER 1 OR MORE,30,,
Radiology,,CT THORACENTESIS DRAINAGE,30,,
Rehab Services,1,Deferred Bedside Swallowing Evaluation,30,,
Radiology,,"CYSTOGRAM (51600, 74430)",30,,
Radiology,,L VENOUS DUP UPPER EXT UNILATERAL LEFT,30,,
Radiology,,XMR ENTEROGRAPHY (SMALL BOWELL),30,,
Radiology,,MR ORBIT W &W/O CONTRAST,30,,
Radiology,,L MR FOOT W&W/O CONTRAST LEFT,30,,
Radiology,,L MR HIP W/O CONRAST LEFT,30,,
Radiology,,MR UROGRAM(MR ABD&PEL W&W/OC),30,,
Radiology,,MR CARDIAC VELOCITY FLOW MAP,30,,
Radiology,,CTA CORONARY ARTERIES W/3D W/FUNCTION,30,,
Radiology,,R UPPER EXTREM VEINS US RIGHT,30,,
Radiology,,LUMBAR PUNCTURE (W/ FLUORO),30,,
Radiology,,CHEST AP ONLY,30,,
Radiology,,"C-SPINE, NON-TRAUMA",30,,
Physician ,1,Cardiology Consult Note,29,,
Radiology,,UGI SGL W/ SBFT,29,,
Physician ,1,MICU Fellow Progress Note,29,,
Radiology,,LYMPHOSCINTIGRAPHY,29,,
Radiology,,FDG BRAIN,29,,
Case Management ,1,Case Management Initial Assessment,29,,
Radiology,,OL TIB/FIB (AP & LAT) IN O.R. LEFT,29,,
Radiology,,B FOOT (AP & LAT) STANDING BILAT,29,,
Radiology,,B FOREARM (AP & LAT) BILAT,29,,
Radiology,,L HEEL (AXIAL & LATERAL) LEFT,29,,
Radiology,,MR IAC W &W/O CONTRAST,29,,
Radiology,,PELVIS LIMITED,29,,
Radiology,,CT TRACHEA W/C & W/RECONS,28,,
Radiology,,CAROTID/CEREBRAL BILAT,28,,
Radiology,,"INT.SHTH NOT/GUID,EP,NONLASER",28,,
Radiology,,PR UNILAT UP EXT VEINS US PORT RIGHT,28,,
Radiology,,R MR FOOT W/O CONTRAST RIGHT,28,,
Rehab Services,1,Swallowing Follow Up,28,,
Radiology,,L STAND FEET (AP&LAT) NON-STAND OBL 3 VIEWS LEFT,28,,
Radiology,,OO ABDOMEN (SUPINE ONLY) IN O.R. IN O.R.,28,,
Radiology,,"P NECK,SOFT TISSUE US PORT",28,,
Radiology,,L UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST LEFT,28,,
Radiology,,"R SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE RIGHT",28,,
Radiology,,"CHEST (PRE OP CARDIAC AP,PA&LAT)",28,,
Radiology,,LP HIP UNILAT MIN 2 VIEWS LEFT PORT,28,,
Rehab Services,1,Physical Therapy Re-Evaluation Note,27,,
Radiology,,CT LOC DRAINAGE,27,,
Radiology,,CENTRAL NON-TUNNELED,27,,
Radiology,,OR FEMUR (AP & LAT) IN O.R. RIGHT,27,,
Radiology,,RP HUMERUS (AP & LAT) RIGHT PORT,27,,
Physician ,1,ICU Attending Progress Note,27,,
Radiology,,RP US EXTREMITY NONVASCULAR RIGHT PORT,27,,
Radiology,,R MR ANKLE W/O CONTRAST RIGHT,27,,
Physician ,1,Cardiology Fellow Admission Note,27,,
Physician ,1,Physician Resident/Attending Progress Note,27,,
Radiology,,FOOT STANDING EXTRMEITY BILATERAL,27,,
Radiology,,B FOOT 2 VIEWS BILAT,27,,
Rehab Services,1,Video Swallow Evaluation,27,,
Physician ,1,MICU Resident Progress Note,27,,
Radiology,,"RETRO UROGRAM (74450,51610)",27,,
Radiology,,CT LUMBAR W&W/O CONTRAST,27,,
Radiology,,"RIB, UNILAT (NO CXR)",27,,
Radiology,,CT TRACHEA W/C & W/3D REND,27,,
Radiology,,B SHOULDER 2-3 VIEWS NON TRAUMA BILAT,26,,
Radiology,,PELVIS (AP & FROG HIPS),26,,
Radiology,,"TRANSCATH PLCT STENTS, INITIAL VESSEL",26,,
Physician ,1,CCU Fellow Addendum,26,,
Radiology,,CT THORACENTESIS W/TUBE PLACMENT,26,,
Radiology,,TRANSCATH THROMBOYSUS INFUSION,26,,
Radiology,,"R PATELLA (AP, LAT & SUNRISE) RIGHT",26,,
Physician ,1,Weekend Intensivist,26,,
Radiology,,CT SINUS W/O CONTRAST FOR SURGICAL PLANNING,26,,
Rehab Services,,Occupational Therapy Progress Note,26,,
Radiology,,INTRO NEEDL/CATH VEIN,26,,
Radiology,,CAROTID LMTD/ DPP,26,,
Radiology,,CT SINUS CORONAL ONLY,26,,
Radiology,,"CARDIAC STRUCTURE/MORPH, 3D, FUNCTION",26,,
Radiology,,B HUMERUS (AP & LAT) BILAT,26,,
Radiology,,RP FOREARM (AP & LAT) RIGHT PORT,26,,
Consult,1,Physician Initial Consult Note,26,,
Radiology,,R 36002 THROMBIN INJ PSEUDOANERYSM RIGHT,26,,
Radiology,,SACRUM/COCCYX,26,,
Radiology,,MR T SPINE SCAN WITH CONTRAST,26,,
Radiology,,R VENOUS DUP UPPER EXT UNILATERAL RIGHT,26,,
Physician ,1,Physician Resident/attending Progress Note - MICU,26,,
Radiology,,L RENAL TRANSPLANT U.S. LEFT,25,,
Radiology,,CT SINUS AXIAL W/VTI,25,,
Radiology,,MR ABDOMEN W/O CONTRAST,25,,
Radiology,,RO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST RIGHT IN O.R.,25,,
Physician ,1,Overnight Intensivist Admission,25,,
Radiology,,US MCARDLE THYROID SCAN,25,,
Radiology,,OL HIP UNILAT MIN 2 VIEWS IN O.R. LEFT,25,,
Radiology,,PL UNILAT UP EXT VEINS US PORT LEFT,25,,
Rehab Services,1,Attempted Bedside Swallow Evaluation,25,,
Radiology,,"B ELBOW (AP, LAT & OBLIQUE) BILAT",25,,
Radiology,,LP SHOULDER 1 VIEW LEFT PORT,25,,
Radiology,,PERC PLCMT IVC FILTER,25,,
Nursing,1,ICU Event Note,25,,
Radiology,,B KNEE (3 VIEWS) BILAT,25,,
Consult,1,Physician Consult Progress Note,25,,
Radiology,,US RENAL ARTERY DOPPLER,25,,
Radiology,,"B ANKLE (AP, LAT & OBLIQUE) BILAT",25,,
Radiology,,P CAROTID LMTD/ DPP PORT,24,,
Radiology,,"BX SUPERFISCAL CER,AXL OR ING",24,,
Physician ,1,Electrophysiology Physician Note,24,,
Radiology,,RP SHOULDER 1 VIEW RIGHT PORT,24,,
Radiology,,"RP KNEE (AP, LAT & OBLIQUE) RIGHT PORT",24,,
Radiology,,ART VENEOUS SHUNT,24,,
Radiology,,MRA BRAIN W&W/O CONTRAST,24,,
Radiology,,MRA CHEST W/O CONTRAST,24,,
Physician ,1,Cardiology Fellow CCU Admission Note,24,,
Radiology,,MRA PELVIS W&W/O CONTRAST,24,,
Radiology,,OL FEMUR (AP & LAT) IN O.R. LEFT,24,,
Radiology,,PELVIS (AP & LAT),24,,
Radiology,,R CT UP EXT W/C RIGHT,24,,
Radiology,,L ABDOMEN (WITH LAT DECUB) LEFT,24,,
Radiology,,INTRO CATH TO PELVIS FOR DRAINAGE AND INJ,24,,
Radiology,,INJ EXTREMITY VENOGRAM,24,,
Radiology,,"P SKULL (AP, TOWNES & LAT) TRAUMA PORT",24,,
Physician ,1,Resident admission note,24,,
Radiology,,LP US EXTREMITY NONVASCULAR LEFT PORT,23,,
Radiology,,MR BRACHIAL PLEXUS W&W/O CONTRAST,23,,
Radiology,,B ANKLE AP & LAT STANDING BILAT,23,,
Radiology,,SPLEEN ULTRASOUND,23,,
Radiology,,BAS/UGI,23,,
Radiology,,R MR CALF W&W/O CONTRAST RIGHT,23,,
Radiology,,L CHEST (LAT DECUB ONLY) LEFT,23,,
Radiology,,PL UNILAT LOWER EXT VEINS PORT LEFT,23,,
Radiology,,R FOOT (AP & LAT) STANDING RIGHT,23,,
Radiology,,P TRAUMA #3 (PORT CHEST ONLY) PORT,23,,
Radiology,,ABDOMINAL A-GRAM,23,,
Radiology,,"RP SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA RIGHT PORT",23,,
Radiology,,P DUPLEX DOP ABD/PEL LIMITED PORT,23,,
Radiology,,T-L SPINE 3' FILM AP & LAT,23,,
Radiology,,P ACUTE ABD SERIES (2-3 VIEWS OF ABD & SGL CHEST VIEW) PORT,23,,
Physician ,1,Cardiology Fellow,23,,
Radiology,,CARDIAC PERFUSION PHARM,23,,
Radiology,,P BABYGRAM SEPARATE CXR & ABD VIEWS 2 FILMS PORT,22,,
Radiology,,MR CARDIAC W/FLOW/VEL NO CONTRAST,22,,
Radiology,,P BABYGRAM CHEST & ABD (2 FILMS STANDARD) PORT,22,,
Radiology,,MR L SPINE WITH CONTRAST,22,,
Radiology,,RP HIP UNILAT MIN 2 VIEWS RIGHT PORT,22,,
Radiology,,"O SKULL (AP, TOWNES & LAT) TRAUMA IN O.R.",22,,
Radiology,,L MR THIGH W&W/O CONTRAST LEFT,22,,
Physician ,1,Physician Attending/Resident Progress Note - MICU,22,,
Radiology,,CT BONE BX SUPERFICIAL,22,,
Radiology,,EXT UNILAT A-GRAM,22,,
Radiology,,UGI AIR,22,,
Radiology,,R KNEE 2 VIEW PORTABLE RIGHT,22,,
Radiology,,PL ABDOMEN (LAT DECUB ONLY) PORT LEFT,22,,
Radiology,,CT PARACENTESIS,22,,
Physician ,1,Progress Note,22,,
Radiology,,VERT/CAROTID A-GRAM,22,,
Radiology,,CT CHEST W/CONT+RECONSTRUCTION,22,,
Radiology,,TRANSCATHETER INFUSION NOT LYSIS,22,,
Radiology,,SMALL BOWEL ONLY (GASTROGRAF),22,,
Physician ,1,Cardiology Fellow Admission Note/ Addendum,22,,
Radiology,,BIL ENDOSCOPY,22,,
Radiology,,"INJ/EVAL ANY GI TUBE, ALL INCL.",22,,
Radiology,,CT ABDOMEN W/CONTRAST W/ONC TABLE,21,,
Radiology,,R CHEST U.S. RIGHT,21,,
Radiology,,P ART EXT (REST ONLY) PORT,21,,
Physician ,1,Cardiology Fellow Admit Addendum,21,,
Radiology,,P PLEURAL ASP BY RADIOLOGIST PORT,21,,
Radiology,,"SHUNT SERIES AP & LAT SKULL, AP CHEST, AP ABDOMEN",21,,
Radiology,,CARDIAC PERFUSION PERSAN 2-DAY,21,,
Case Management ,1,Case Management Assessment,21,,
Radiology,,MR BRACHIAL PLEXUS,21,,
Radiology,,US MULT/COMP ABSC/CYST DRAIN/INCISION,21,,
Radiology,,"MRI SOFT TISUUE NECK, W/O CONTRAST",21,,
Radiology,,ERCP BILIARY ONLY PORTABLY BY TECH,21,,
Physician ,1,Overnight Intensivist,21,,
Radiology,,L CHEST U.S. LEFT,21,,
Radiology,,MR PELVIS W & W/O CONTRAST,21,,
Radiology,,MR SPECTROSCOPY,21,,
Radiology,,L DIG DIAGNOSTIC MAMMO UNLIAT LEFT,21,,
Radiology,,L MR ANKLE W/O CONTRAST LEFT,21,,
Radiology,,"CATH,HEMO/PERTI DIALYSIS LONG TERM",20,,
Radiology,,RP SHOULDER 2-3 VIEWS NON TRAUMA RIGHT PORT,20,,
Radiology,,PERC PLCMT GASTROSOTMY TUBE,20,,
General,1,Family Meeting Note,20,,
Radiology,,THALLIUM SCAN FOR TUMOR: BRAIN,20,,
Radiology,,CLINICAL RESEARCH GRANT,20,,
Radiology,,L-SPINE (WITH OBLIQUE),20,,
Radiology,,P EMERG BILAT LOWER EXT VEINS PORT,20,,
Rehab Services,1,Deferred PMV Evaluation,20,,
Radiology,,CT BONE DEEP BX,20,,
Radiology,,"MR CARDIAC VELOCITY FLOW MAP, ADD-ON",20,,
Radiology,,TRANSCATH INTRO INTRAVAS STENT(S),20,,
Radiology,,"B ANKLE/FOOT (AP, LAT & OBL) BILAT",20,,
Radiology,,"P ORBITS (WATERS, CALDWELL & LAT) PORT",20,,
General,1,Intensivist Note,20,,
Radiology,,PL ABDOMEN (WITH LAT DECUB) PORT LEFT,20,,
Radiology,,NEONATAL ABDOMEN,20,,
Radiology,,NG/OG TUBE PLACEMENT BY MD UNDER FLUORO,20,,
Radiology,,ED CODE STROKE ONLY CT,20,,
Radiology,,EA ADD'L VESSEL AFTER BASIC A-GRAM,20,,
Radiology,,BP TIB/FIB (AP & LAT) BILAT PORT,20,,
Radiology,,SPINAL FLUORO WITHOUT RADIOLOGIST,20,,
Nutrition,1,Generic Note,20,,
Radiology,,RECTAL US,19,,
Radiology,,R PLEURAL ASP BY RADIOLOGIST RIGHT,19,,
Radiology,,LP SHOULDER 2-3 VIEWS NON TRAUMA LEFT PORT,19,,
Radiology,,R DIG DIAGNOSTIC MAMMO UNLIAT RIGHT,19,,
Radiology,,LP FEMORAL VASCULAR US LEFT PORT,19,,
Radiology,,INJ PROC. FOR MYLEO,19,,
Radiology,,MRV CHEST W/O CONTRAST,19,,
Radiology,,I-123 TOTAL BODY SCAN,19,,
Radiology,,B ANKLE (2 VIEWS) BILAT,19,,
Radiology,,CT STEREOTAXIS NEURO W/ CONTRAST,19,,
Radiology,,CATH/STENT FOR INT/EXT BILIARY DRAINAGE,19,,
Radiology,,ED STROKE CTA HEAD & NECK WITH PERFUSION,19,,
Radiology,,"O THOR SP,SINGLE FILM IN O.R.",19,,
Radiology,,AVF/DUPLEX HEMO/DIAL ACCESS,19,,
Radiology,,L SCAPULA LEFT,19,,
Radiology,,P ABD COMPL INCLUDING LAT DECUB PORT,19,,
Radiology,,P CHEST (BOTH OBLIQUES ONLY) PORT,19,,
Physician ,1,ICU Attending  Note,19,,
General,1,Resident Progress Note,19,,
Rehab Services,1,PT Contact Note,19,,
Physician ,1,Critical Care Attending Note,19,,
